date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
10/1/2014,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
10/1/2014,new_noncase,,,,,,,,,,,,,,,
10/1/2014,new_suspected,,,,,,,,,,,,,,,
10/1/2014,new_probable,,,,,,,,,,,,,,,
10/1/2014,new_confirmed,0,1,0,0,0,0,0,1,0,4,2,0,12,4,24
10/1/2014,cum_noncase,,,,,,,,,,,,,,,
10/1/2014,cum_suspected,,,,,,,,,,,,,,,221
10/1/2014,cum_probable,,,,,,,,,,,,,,,37
10/1/2014,cum_confirmed,529,428,19,18,0,227,78,295,19,100,57,1,243,169,2184
10/1/2014,death_suspected,,,,,,,,,,,,,,,11
10/1/2014,death_probable,,,,,,,,,,,,,,,37
10/1/2014,death_confirmed,,,,,,,,,,,,,,,550
10/1/2014,cfr,,,,,,,,,,,,,,,
10/1/2014,etc_new_admission,,,,,,,,,,,,,,,
10/1/2014,etc_currently_admitted,,,,,,,,,,,,,,,
10/1/2014,etc_cum_admission,,,,,,,,,,,,,,,
10/1/2014,etc_new_deaths,,,,,,,,,,,,,,,
10/1/2014,etc_cum_deaths,,,,,,,,,,,,,,,
10/1/2014,etc_new_discharges,,,,,,,,,,,,,,,
10/1/2014,etc_cum_discharges,,,,,,,,,,,,,,,441
10/1/2014,cum_contacts,,,,,,,,,,,,,,,
10/1/2014,cum_completed_contacts,,,,,,,,,,,,,,,
10/1/2014,contacts_followed,,,,,,,,,,,,,,,
10/1/2014,new_contacts,,,,,,,,,,,,,,,
10/1/2014,contacts_healthy,,,,,,,,,,,,,,,
10/1/2014,contacts_ill,,,,,,,,,,,,,,,
10/1/2014,contacts_not_seen,,,,,,,,,,,,,,,
10/1/2014,new_completed_contacts,,,,,,,,,,,,,,,
10/1/2014,percent_seen,,,,,,,,,,,,,,,
