date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
10/9/2014,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
10/9/2014,new_noncase,0,1,4,1,0,0,0,1,0,6,0,0,25,38,
10/9/2014,new_suspected,0,0,2,0,0,0,0,0,0,2,1,0,0,5,
10/9/2014,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10/9/2014,new_confirmed,0,0,3,0,0,0,0,0,0,1,2,0,2,8,93
10/9/2014,cum_noncase,283,646,64,9,30,160,57,140,5,116,53,1,690,2254,
10/9/2014,cum_suspected,18,46,50,3,0,42,18,18,3,27,20,2,73,320,315
10/9/2014,cum_probable,32,0,1,0,0,1,0,1,0,1,0,0,1,37,37
10/9/2014,cum_confirmed,533,431,29,22,0,333,114,343,24,114,72,1,577,2593,2596
10/9/2014,death_suspected,4,4,2,0,0,13,3,1,0,2,5,0,1,35,35
10/9/2014,death_probable,35,0,19,0,0,7,17,1,0,43,19,0,1,142,142
10/9/2014,death_confirmed,218,237,18,1,0,92,29,18,9,49,27,1,14,713,708
10/9/2014,cfr,41,55,62,5,0,28,25,5,38,43,38,100,5,28,
10/9/2014,etc_new_admission,,,,,,,,,,,,,,,14
10/9/2014,etc_currently_admitted,,,,,,,,,,,,,,,158
10/9/2014,etc_cum_admission,,,,,,,,,,,,,,,1607
10/9/2014,etc_new_deaths,,,,,,,,,,,,,,,6
10/9/2014,etc_cum_deaths,,,,,,,,,,,,,,,609
10/9/2014,etc_new_discharges,,,,,,,,,,,,,,,6
10/9/2014,etc_cum_discharges,,,,,,,,,,,,,,,543
10/9/2014,cum_contacts,1923,2869,470,412,,1936,1808,3211,679,887,512,105,1516,1142,17470
10/9/2014,cum_completed_contacts,1473,2578,140,86,,412,508,562,384,661,257,90,884,656,8691
10/9/2014,contacts_followed,550,271,330,326,,1524,1300,2649,295,226,255,15,632,486,8859
10/9/2014,new_contacts,0,35,0,10,,34,0,139,0,0,0,0,47,32,297
10/9/2014,contacts_healthy,550,206,323,326,,1513,1300,2624,290,225,255,15,532,431,8590
10/9/2014,contacts_ill,0,0,7,0,,10,0,15,5,1,0,0,0,0,38
10/9/2014,contacts_not_seen,0,35,0,0,,1,0,10,0,0,0,0,100,55,201
10/9/2014,new_completed_contacts,150,15,0,36,,27,0,21,0,0,3,0,83,132,467
10/9/2014,percent_seen,100%,99%,98%,100%,,98%,100%,98%,100%,100%,100%,100%,98%,98%,98%
