date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-11-11,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-11-11,new_noncase,,,,,,,,,,,,,,,
2014-11-11,new_suspected,,,,,,,,,,,,,,,
2014-11-11,new_probable,,,,,,,,,,,,,,,
2014-11-11,new_confirmed,0,0,0,1,7,2,8,19,0,4,0,0,31,22,94
2014-11-11,cum_noncase,,,,,,,,,,,,,,,
2014-11-11,cum_suspected,,,,,,,,,,,,,,,
2014-11-11,cum_probable,,,,,,,,,,,,,,,79
2014-11-11,cum_confirmed,558,493,45,53,55,659,281,644,28,193,137,2,838,631,4617
2014-11-11,death_suspected,,,,,,,,,,,,,,,157
2014-11-11,death_probable,,,,,,,,,,,,,,,208
2014-11-11,death_confirmed,,,,,,,,,,,,,,,1149
2014-11-11,cfr,,,,,,,,,,,,,,,
2014-11-11,etc_new_admission,,,,,,,,,,,,,,,
2014-11-11,etc_currently_admitted,,,,,,,,,,,,,,,
2014-11-11,etc_cum_admission,,,,,,,,,,,,,,,
2014-11-11,etc_new_deaths,,,,,,,,,,,,,,,
2014-11-11,etc_cum_deaths,,,,,,,,,,,,,,,
2014-11-11,etc_new_discharges,,,,,,,,,,,,,,,
2014-11-11,etc_cum_discharges,,,,,,,,,,,,,,,
2014-11-11,cum_contacts,,,,,,,,,,,,,,,
2014-11-11,cum_completed_contacts,,,,,,,,,,,,,,,
2014-11-11,contacts_followed,,,,,,,,,,,,,,,
2014-11-11,new_contacts,,,,,,,,,,,,,,,
2014-11-11,contacts_healthy,,,,,,,,,,,,,,,
2014-11-11,contacts_ill,,,,,,,,,,,,,,,
2014-11-11,contacts_not_seen,,,,,,,,,,,,,,,
2014-11-11,new_completed_contacts,,,,,,,,,,,,,,,
2014-11-11,percent_seen,,,,,,,,,,,,,,,
2014-11-11,total_lab_samples,,,,,,,,,,,,,,,
2014-11-11,repeat_samples,,,,,,,,,,,,,,,
2014-11-11,new_samples,,,,,,,,,,,,,,,
2014-11-11,new_positive,,,,,,,,,,,,,,,
2014-11-11,new_negative,,,,,,,,,,,,,,,
2014-11-11,pending,,,,,,,,,,,,,,,
2014-11-11,positive_corpse,,,,,,,,,,,,,,,
2014-11-11,negative_corpse,,,,,,,,,,,,,,,
