date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
10/2/2014,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
10/2/2014,new_noncase,,,,,,,,,,,,,,,
10/2/2014,new_suspected,,,,,,,,,,,,,,,
10/2/2014,new_probable,,,,,,,,,,,,,,,
10/2/2014,new_confirmed,1,1,3,0,0,0,0,10,0,1,1,0,10,6,33
10/2/2014,cum_noncase,,,,,,,,,,,,,,,
10/2/2014,cum_suspected,,,,,,,,,,,,,,,231
10/2/2014,cum_probable,,,,,,,,,,,,,,,37
10/2/2014,cum_confirmed,530,429,23,18,0,227,78,305,19,101,58,1,253,175,2217
10/2/2014,death_suspected,,,,,,,,,,,,,,,11
10/2/2014,death_probable,,,,,,,,,,,,,,,37
10/2/2014,death_confirmed,,,,,,,,,,,,,,,554
10/2/2014,cfr,,,,,,,,,,,,,,,
10/2/2014,etc_new_admission,,,,,,,,,,,,,,,
10/2/2014,etc_currently_admitted,,,,,,,,,,,,,,,
10/2/2014,etc_cum_admission,,,,,,,,,,,,,,,
10/2/2014,etc_new_deaths,,,,,,,,,,,,,,,
10/2/2014,etc_cum_deaths,,,,,,,,,,,,,,,
10/2/2014,etc_new_discharges,,,,,,,,,,,,,,,
10/2/2014,etc_cum_discharges,,,,,,,,,,,,,,,459
10/2/2014,cum_contacts,,,,,,,,,,,,,,,
10/2/2014,cum_completed_contacts,,,,,,,,,,,,,,,
10/2/2014,contacts_followed,,,,,,,,,,,,,,,
10/2/2014,new_contacts,,,,,,,,,,,,,,,
10/2/2014,contacts_healthy,,,,,,,,,,,,,,,
10/2/2014,contacts_ill,,,,,,,,,,,,,,,
10/2/2014,contacts_not_seen,,,,,,,,,,,,,,,
10/2/2014,new_completed_contacts,,,,,,,,,,,,,,,
10/2/2014,percent_seen,,,,,,,,,,,,,,,
