date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
8/29/2014,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
8/29/2014,new_noncase,1,6,0,0,0,1,0,0,0,0,0,0,2,0,10
8/29/2014,new_suspected,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
8/29/2014,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/29/2014,new_confirmed,5,4,0,0,0,12,0,5,0,0,0,0,3,1,30
8/29/2014,cum_noncase,240,398,18,2,17,19,15,17,2,74,17,0,87,15,921
8/29/2014,cum_suspected,14,7,33,0,0,1,1,2,0,0,0,0,3,1,62
8/29/2014,cum_probable,32,0,1,0,0,1,0,1,0,1,0,0,1,0,37
8/29/2014,cum_confirmed,453,336,1,1,0,35,14,62,7,35,9,1,40,24,1018
8/29/2014,death_suspected,4,4,1,0,0,0,0,1,0,0,0,0,1,0,11
8/29/2014,death_probable,35,0,0,0,0,0,0,1,0,0,0,0,1,0,37
8/29/2014,death_confirmed,180,162,0,0,0,6,2,2,1,15,4,1,2,2,377
8/29/2014,cfr,39.7,48.2,0,0,0,17.1,14.3,3.2,14.3,42.9,44.4,100,5,8.3,37
8/29/2014,etc_new_admission,0,-,,,,,,,,,,,,,
8/29/2014,etc_currently_admitted,69,-,,,,,,,,,,,,,
8/29/2014,etc_cum_admission,390,294,,,,,,,,,,,,,
8/29/2014,etc_new_deaths,5,-,,,,,,,,,,,,,
8/29/2014,etc_cum_deaths,167,180,,,,,,,,,,,,,
8/29/2014,etc_new_discharges,0,-,,,,,,,,,,,,,
8/29/2014,etc_cum_discharges,175,69,,,,,,,,,,,,,
8/29/2014,cum_contacts,1252,1778,53,12,0,451,347,852,146,567,144,32,550,111,6295
8/29/2014,cum_completed_contacts,1017,1280,,38,0,0,82,11,88,70,283,55,26,357,3307
8/29/2014,contacts_followed,236,468,0,12,0,369,347,744,76,284,89,6,193,111,2935
8/29/2014,new_contacts,5,39,0,0,0,24,0,109,0,125,0,6,0,0,308
8/29/2014,contacts_healthy,236,431,0,0,0,364,347,742,76,283,89,6,193,108,2875
8/29/2014,contacts_ill,0,1,0,0,0,3,0,2,0,1,0,0,0,3,10
8/29/2014,contacts_not_seen,0,37,0,0,0,2,0,0,0,0,0,0,0,0,39
8/29/2014,new_completed_contacts,0,31,0,0,0,0,0,0,0,12,0,0,217,0,260
8/29/2014,percent_seen,100%,92%,NA,NA,NA,99%,100%,100%,100%,100%,100%,100%,100%,100%,98%
