date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
8/30/2014,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,
8/30/2014,new_noncase,5,8,0,1,0,0,0,0,1,1,0,0,2,2,
8/30/2014,new_suspected,1,1,0,0,5,0,0,0,0,1,0,0,0,0,
8/30/2014,new_probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/30/2014,new_confirmed,4,3,0,0,0,0,0,0,0,4,0,0,3,1,
8/30/2014,cum_noncase,245,406,18,3,17,19,15,17,3,75,17,0,89,17,
8/30/2014,cum_suspected,15,8,33,0,5,1,1,2,0,1,0,0,3,1,
8/30/2014,cum_probable,32,0,1,0,0,1,0,1,0,1,0,0,1,0,
8/30/2014,cum_confirmed,457,339,1,1,0,35,14,62,7,39,9,1,43,25,
8/30/2014,death_suspected,4,4,1,0,0,0,0,1,0,0,0,0,1,0,
8/30/2014,death_probable,35,0,0,0,0,0,0,1,0,0,0,0,1,0,
8/30/2014,death_confirmed,180,168,0,0,0,6,2,2,1,15,4,1,2,2,
8/30/2014,cfr,39.4,49.6,0,0,0,17.1,14.3,3.2,14.3,38.5,44.4,100,4.7,8,
8/30/2014,etc_new_admission,5,,,,,,,,,,,,,,
8/30/2014,etc_currently_admitted,64,,,,,,,,,,,,,,
8/30/2014,etc_cum_admission,395,294,,,,,,,,,,,,,
8/30/2014,etc_new_deaths,6,,,,,,,,,,,,,,
8/30/2014,etc_cum_deaths,173,180,,,,,,,,,,,,,
8/30/2014,etc_new_discharges,0,,,,,,,,,,,,,,
8/30/2014,etc_cum_discharges,175,69,,,,,,,,,,,,,
8/30/2014,cum_contacts,1252,1822,52,12,,465,352,832,208,581,144,32,553,114,6419
8/30/2014,cum_completed_contacts,,,,,,,,,,,,,,,
8/30/2014,contacts_followed,236,475,0,12,,371,347,744,204,282,87,6,196,114,3074
8/30/2014,new_contacts,0,62,0,0,,14,0,0,62,14,0,0,3,3,158
8/30/2014,contacts_healthy,236,451,0,12,,366,296,744,200,281,87,6,196,114,2989
8/30/2014,contacts_ill,0,6,0,0,,3,1,0,0,1,0,0,0,3,14
8/30/2014,contacts_not_seen,0,24,0,0,,2,50,0,4,0,0,0,0,0,80
8/30/2014,new_completed_contacts,0,44,0,0,,12,0,0,4,16,2,0,0,0,78
8/30/2014,percent_seen,100%,96%,NA,100%,,99%,85%,100%,98%,100%,100,100,100%,100,97
