date,variable,Kailahun,Kenema,Kono,Kambia,Koinadugu,Bombali,Tonkolili,Port Loko,Pujehun,Bo,Moyamba,Bonthe,Western area urban,Western area rural,National
2014-11-10,population,465048,653013,325003,341690,335471,494139,434937,557978,335574,654142,278119,168729,1040888,263619,6348350
2014-11-10,new_noncase,,,,,,,,,,,,,,,
2014-11-10,new_suspected,,,,,,,,,,,,,,,
2014-11-10,new_probable,,,,,,,,,,,,,,,
2014-11-10,new_confirmed,0,0,0,0,0,9,12,29,0,1,2,0,29,8,90
2014-11-10,cum_noncase,,,,,,,,,,,,,,,
2014-11-10,cum_suspected,,,,,,,,,,,,,,,766
2014-11-10,cum_probable,,,,,,,,,,,,,,,79
2014-11-10,cum_confirmed,558,493,45,52,48,657,273,625,28,189,137,2,807,609,4523
2014-11-10,death_suspected,,,,,,,,,,,,,,,
2014-11-10,death_probable,,,,,,,,,,,,,,,208
2014-11-10,death_confirmed,,,,,,,,,,,,,,,1142
2014-11-10,cfr,,,,,,,,,,,,,,,
2014-11-10,etc_new_admission,,,,,,,,,,,,,,,
2014-11-10,etc_currently_admitted,,,,,,,,,,,,,,,
2014-11-10,etc_cum_admission,,,,,,,,,,,,,,,
2014-11-10,etc_new_deaths,,,,,,,,,,,,,,,
2014-11-10,etc_cum_deaths,,,,,,,,,,,,,,,
2014-11-10,etc_new_discharges,,,,,,,,,,,,,,,
2014-11-10,etc_cum_discharges,,,,,,,,,,,,,,,
2014-11-10,cum_contacts,,,,,,,,,,,,,,,
2014-11-10,cum_completed_contacts,,,,,,,,,,,,,,,
2014-11-10,contacts_followed,,,,,,,,,,,,,,,
2014-11-10,new_contacts,,,,,,,,,,,,,,,
2014-11-10,contacts_healthy,,,,,,,,,,,,,,,
2014-11-10,contacts_ill,,,,,,,,,,,,,,,
2014-11-10,contacts_not_seen,,,,,,,,,,,,,,,
2014-11-10,new_completed_contacts,,,,,,,,,,,,,,,
2014-11-10,percent_seen,,,,,,,,,,,,,,,
2014-11-10,total_lab_samples,,,,,,,,,,,,,,,
2014-11-10,repeat_samples,,,,,,,,,,,,,,,
2014-11-10,new_samples,,,,,,,,,,,,,,,
2014-11-10,new_positive,,,,,,,,,,,,,,,
2014-11-10,new_negative,,,,,,,,,,,,,,,
2014-11-10,pending,,,,,,,,,,,,,,,
2014-11-10,positive_corpse,,,,,,,,,,,,,,,
2014-11-10,negative_corpse,,,,,,,,,,,,,,,
